itinerario,endereco,referencia,horario,turno
05 - Ivoturucaia,R. Curió - Cidade Nova 2 - Varzea Paulista,Tuca Cabelo e Arte,20:25,T3
05 - Ivoturucaia,R. João de Barro - Cidade Nova 2 - Varzea Paulista,Pizzaria deguste,20:24,T3
05 - Ivoturucaia,R. Garças - Cidade Nova 2 - Varzea Paulista,Loja Van modas,20:25,T3
05 - Ivoturucaia,R. Ricardo Aizza - Cidade Nova 2 - Varzea Paulista,Igreja Congregação,20:26,T3
05 - Ivoturucaia,R. Itirapina - Jd. América 1 - Varzea Paulista,Ponto de Ônibus Urbano,20:28,T3
05 - Ivoturucaia,R. Guaiba - Jd. América 1 - Varzea Paulista,Tubolar Elétrictubolar Elétrica E Hidráulicaa E Hidráulica,20:29,T3
05 - Ivoturucaia,R. Marabá - Jd. América 1 - Varzea Paulista,Portal da Comida / Mercado Rama,20:30,T3
05 - Ivoturucaia,Av. Paraibuna - Jd. América 1 - Varzea Paulista,Mercado Dinho,20:35,T3
05 - Ivoturucaia,R. Sorocaba - Jd. América 1 - Varzea Paulista,Giga Atacadista,20:40,T3
05 - Ivoturucaia,Av. Marginal Rio Jundiaí - Dristrito Industrial - Varzea Paulista,Posto 1500,20:45,T3
05 - Ivoturucaia,Rua Santa Maria - Pte. São João - Jundiaí,Mercado Oxxo,20:51,T3
05 - Ivoturucaia,Av. Luiz Zorzetti - Pte. São João - Jundiaí,Ponto de Ônibus Urbano,20:53,T3
05 - Ivoturucaia,R. Dino - Pte. São João - Jundiaí,Congregação Cristã no Brasil - Ponte São João,20:57,T3
05 - Ivoturucaia,R. José Belesso - Pte. São João - Jundiaí,Centro Automotivo Amaral Pneus,21:00,T3
05 - Ivoturucaia,Av. Antônio Frederico Ozanan - Vl. Rio Branco - Jundiaí,Posto Shell,21:05,T3
05 - Ivoturucaia,Av. Antônio Frederico Ozanan - Vl. Rio Branco - Jundiaí,Maxi Shopping,21:07,T3
05 - Ivoturucaia,Av. Pref. Luis Latorre - Vl. Hortencias - Jundiaí,Churrascaria da fazenda,21:10,T3
05 - Ivoturucaia,Av. Armando Giassetti - Jd. Sorocabana - Jundiaí,Unip,21:12,T3
05 - Ivoturucaia,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,21:15,T3
05 - Ivoturucaia,Av. José Mezzalira - Ivoturucaia - Jundiaí,Esquina com a Rua das Peras (Divisa com Campo Limpo),4:00,T4
05 - Ivoturucaia,R. Arcangelo Bianchini - Ivoturucaia - Jundiaí,Monsenhor Venerando Nalini,4:03,T4
05 - Ivoturucaia,Av. Dr. Walter Gossner - Jd. America 4 - Varzea Paulista,Posto Serrano,4:05,T4
05 - Ivoturucaia,R. Parati - Jd. America 4 - Varzea Paulista,Lateral Cemitério,4:06,T4
05 - Ivoturucaia,R. Itupeva - Jd. America 4 - Varzea Paulista,Esquina com a Rua Paratí,4:07,T4
05 - Ivoturucaia,Av. Pacaembu - Jd. Paulista - Varzea Paulista,Escola Estadual Armando Dias,4:11,T4
05 - Ivoturucaia,Av. Pacaembu - Jd. Paulista - Varzea Paulista,Panobianco Pacaembu,4:12,T4
05 - Ivoturucaia,R.Guaratinguetá - Jd. Paulista - Varzea Paulista,Padaria e Confeitaria JP,4:13,T4
05 - Ivoturucaia,Av. São Vicente - Jd. Paulista - Varzea Paulista,Quadra de areia,4:14,T4
05 - Ivoturucaia,Av. Tanabi - Jd. America 3 - Varzea Paulista,Igreja Congregação,4:15,T4
05 - Ivoturucaia,Av. Pequerí - Jd. America 3 - Varzea Paulista,Mineirinho Gás,4:16,T4
05 - Ivoturucaia,Av. Tapira - Jd. America 3 - Varzea Paulista,Ponto de Ônibus Urbano,4:17,T4
05 - Ivoturucaia,R. Tupã - Jd. America 2 - Varzea Paulista,Ponto de Ônibus Urbano,4:18,T4
05 - Ivoturucaia,R. Nipoã - Jd. America 2 - Varzea Paulista,Mercado Aliança,4:19,T4
05 - Ivoturucaia,Rua Irerê - Jd. America 2 - Varzea Paulista,Caixa D'água,4:20,T4
05 - Ivoturucaia,R. Orós - Jd. America 2 - Varzea Paulista,Esquina com a Rua Barretos,4:21,T4
05 - Ivoturucaia,R. Barretos - Jd. Novo Mundo - Varzea Paulista,Até entrada do Jardim novo Mundo (Mercado Tradição),4:25,T4
05 - Ivoturucaia,R. Canarios - Cidade Nova 2 - Varzea Paulista,Ponto de Ônibus Urbano,4:30,T4
05 - Ivoturucaia,R. Bem Te Vi - Cidade Nova 2 - Varzea Paulista,Megga Mania Cidade Nova 2,4:26,T4
05 - Ivoturucaia,R. Curió - Cidade Nova 2 - Varzea Paulista,Tuca Cabelo e Arte,4:25,T4
05 - Ivoturucaia,R. João de Barro - Cidade Nova 2 - Varzea Paulista,Pizzaria deguste,4:24,T4
05 - Ivoturucaia,R. Garças - Cidade Nova 2 - Varzea Paulista,Loja Van modas,4:25,T4
05 - Ivoturucaia,R. Ricardo Aizza - Cidade Nova 2 - Varzea Paulista,Igreja Congregação,4:26,T4
05 - Ivoturucaia,R. Itirapina - Jd. América 1 - Varzea Paulista,Ponto de Ônibus Urbano,4:28,T4
05 - Ivoturucaia,R. Guaiba - Jd. América 1 - Varzea Paulista,Tubolar Elétrictubolar Elétrica E Hidráulicaa E Hidráulica,4:29,T4
05 - Ivoturucaia,R. Marabá - Jd. América 1 - Varzea Paulista,Portal da Comida / Mercado Rama,4:30,T4
05 - Ivoturucaia,Av. Paraibuna - Jd. América 1 - Varzea Paulista,Mercado Dinho,4:35,T4
05 - Ivoturucaia,R. Sorocaba - Jd. América 1 - Varzea Paulista,Giga Atacadista,4:40,T4
05 - Ivoturucaia,Av. Marginal Rio Jundiaí - Dristrito Industrial - Varzea Paulista,Posto 1500,4:45,T4
05 - Ivoturucaia,Rua Santa Maria - Pte. São João - Jundiaí,Mercado Oxxo,4:51,T4
05 - Ivoturucaia,Av. Luiz Zorzetti - Pte. São João - Jundiaí,Ponto de Ônibus Urbano,4:53,T4
05 - Ivoturucaia,R. Dino - Pte. São João - Jundiaí,Congregação Cristã no Brasil - Ponte São João,4:57,T4
05 - Ivoturucaia,R. José Belesso - Pte. São João - Jundiaí,Centro Automotivo Amaral Pneus,5:00,T4
05 - Ivoturucaia,Av. Antônio Frederico Ozanan - Vl. Rio Branco - Jundiaí,Posto Shell,5:05,T4
05 - Ivoturucaia,Av. Antônio Frederico Ozanan - Vl. Rio Branco - Jundiaí,Maxi Shopping,5:07,T4
05 - Ivoturucaia,Av. Pref. Luis Latorre - Vl. Hortencias - Jundiaí,Churrascaria da fazenda,5:10,T4
05 - Ivoturucaia,Av. Armando Giassetti - Jd. Sorocabana - Jundiaí,Unip,5:12,T4
05 - Ivoturucaia,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:15,T4
06 - Louveira,Rod. Ver. Geraldo Dias - Centro - Louveira,Houseware Brasil Sentido Centro ,4:10,T1
06 - Louveira,Av. José Niero - Centro - Louveira,Ponto em frente a estação de Louveira Sentido Vinhedo,4:15,T1
06 - Louveira,Estrada Miguel Bossi - Jd. Niero II - Louveira,Pq. Municipal Capivarí,4:17,T1
06 - Louveira,Rua Recife - Terra Nobre - Louveira,Esquina com Rua Fortaleza,4:18,T1
06 - Louveira,R. Wagner Luiz Bevilacqua - Pq. Dos Estados - Louveira,Câmara Municipal de Louveira,4:19,T1
06 - Louveira,Rod. Romildo Prado - Pq. Dos Estados - Louveira,sem ponto,4:20,T1
06 - Louveira,R. Geraldo Burck - Burck - Louveira,Mercado Primavera,4:21,T1
06 - Louveira,R. Antônio Bonesso - Santo Antonio - Louveira,Bosque do Burck,4:22,T1
06 - Louveira,R. Santo Miqueletto - Santo Antonio - Louveira,Marcelo Tapeceiro,4:25,T1
06 - Louveira,R. Luiz Montelato - Santo Antonio - Louveira,Juju Variedades,4:26,T1
06 - Louveira,R. Evaristo Cavali - Santo Antonio - Louveira,MultiDrogas,4:29,T1
06 - Louveira,R. das Rosas - Santo Antonio - Louveira,Casa de Cultura,4:30,T1
06 - Louveira,R. Armando Bertie - Santo Antonio - Louveira,Praça Pedro Sanches,4:32,T1
06 - Louveira,R. Nerina - Santo Antonio - Louveira,Posto Shell,4:35,T1
06 - Louveira,Av. Paulo Prado - Santo Antonio - Louveira,Ponto de Ônibus Urbano,4:37,T1
06 - Louveira,Av. Comendador Antonio Carbonari - Traviu - Jundiaí,Ponto de Ônibus Urbano,4:46,T1
06 - Louveira,Av. da Uva - Bairro do Poste - Jundiaí,Mercado Água Doce,4:52,T1
06 - Louveira,Av. Eng. Joao Fernandes Gimenes - Dristrito Industrial - Jundiaí,Siemens,4:55,T1
06 - Louveira,R. Adelino Martins - JD. Das Tulipas - Jundiaí,Igreja Assembleia de Deus Ministério Belém ,4:57,T1
06 - Louveira,R. Adelino Martins - JD. Das Tulipas - Jundiaí,Mercado Xavier,5:00,T1
06 - Louveira,Av. Eng. Joao Fernandes Gimenes - Dristrito Industrial - Jundiaí,Siemens,5:04,T1
06 - Louveira,Rod. Anhanguera - Dristrito Industrial - Jundiaí,Sem Ponto,5:05,T1
06 - Louveira,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:15,T1
06 - Louveira,Rod. Ver. Geraldo Dias - Centro - Louveira,Houseware Brasil Sentido Centro ,12:10,T2
06 - Louveira,Av. José Niero - Centro - Louveira,Ponto em frente a estação de Louveira Sentido Vinhedo,12:15,T2
06 - Louveira,Estrada Miguel Bossi - Jd. Niero II - Louveira,Pq. Municipal Capivarí,12:17,T2
06 - Louveira,Rua Recife - Terra Nobre - Louveira,Esquina com Rua Fortaleza,12:18,T2
06 - Louveira,R. Wagner Luiz Bevilacqua - Pq. Dos Estados - Louveira,Câmara Municipal de Louveira,12:19,T2
06 - Louveira,Rod. Romildo Prado - Pq. Dos Estados - Louveira,sem ponto,12:20,T2
06 - Louveira,R. Geraldo Burck - Burck - Louveira,Mercado Primavera,12:21,T2
06 - Louveira,R. Antônio Bonesso - Santo Antonio - Louveira,Bosque do Burck,12:22,T2
06 - Louveira,R. Santo Miqueletto - Santo Antonio - Louveira,Marcelo Tapeceiro,12:25,T2
06 - Louveira,R. Luiz Montelato - Santo Antonio - Louveira,Juju Variedades,12:26,T2
06 - Louveira,R. Evaristo Cavali - Santo Antonio - Louveira,MultiDrogas,12:29,T2
06 - Louveira,R. das Rosas - Santo Antonio - Louveira,Casa de Cultura,12:30,T2
06 - Louveira,R. Armando Bertie - Santo Antonio - Louveira,Praça Pedro Sanches,12:32,T2
06 - Louveira,R. Nerina - Santo Antonio - Louveira,Posto Shell,12:35,T2
06 - Louveira,Av. Paulo Prado - Santo Antonio - Louveira,Ponto de Ônibus Urbano,12:37,T2
06 - Louveira,Av. Comendador Antonio Carbonari - Traviu - Jundiaí,Ponto de Ônibus Urbano,12:46,T2
06 - Louveira,Av. da Uva - Bairro do Poste - Jundiaí,Mercado Água Doce,12:52,T2
06 - Louveira,Av. Eng. Joao Fernandes Gimenes - Dristrito Industrial - Jundiaí,Siemens,12:55,T2
06 - Louveira,R. Adelino Martins - JD. Das Tulipas - Jundiaí,Igreja Assembleia de Deus Ministério Belém ,12:57,T2
06 - Louveira,R. Adelino Martins - JD. Das Tulipas - Jundiaí,Mercado Xavier,13:00,T2
06 - Louveira,Av. Eng. Joao Fernandes Gimenes - Dristrito Industrial - Jundiaí,Siemens,13:04,T2
06 - Louveira,Rod. Anhanguera - Dristrito Industrial - Jundiaí,Sem Ponto,13:05,T2
06 - Louveira,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,13:15,T2
06 - Louveira,Rod. Ver. Geraldo Dias - Centro - Louveira,Houseware Brasil Sentido Centro ,20:10,T3
06 - Louveira,Av. José Niero - Centro - Louveira,Ponto em frente a estação de Louveira Sentido Vinhedo,20:15,T3
06 - Louveira,Estrada Miguel Bossi - Jd. Niero II - Louveira,Pq. Municipal Capivarí,20:17,T3
06 - Louveira,Rua Recife - Terra Nobre - Louveira,Esquina com Rua Fortaleza,20:18,T3
06 - Louveira,R. Wagner Luiz Bevilacqua - Pq. Dos Estados - Louveira,Câmara Municipal de Louveira,20:19,T3
06 - Louveira,Rod. Romildo Prado - Pq. Dos Estados - Louveira,sem ponto,20:20,T3
06 - Louveira,R. Geraldo Burck - Burck - Louveira,Mercado Primavera,20:21,T3
06 - Louveira,R. Antônio Bonesso - Santo Antonio - Louveira,Bosque do Burck,20:22,T3
06 - Louveira,R. Santo Miqueletto - Santo Antonio - Louveira,Marcelo Tapeceiro,20:25,T3
06 - Louveira,R. Luiz Montelato - Santo Antonio - Louveira,Juju Variedades,20:26,T3
06 - Louveira,R. Evaristo Cavali - Santo Antonio - Louveira,MultiDrogas,20:29,T3
06 - Louveira,R. das Rosas - Santo Antonio - Louveira,Casa de Cultura,20:30,T3
06 - Louveira,R. Armando Bertie - Santo Antonio - Louveira,Praça Pedro Sanches,20:32,T3
06 - Louveira,R. Nerina - Santo Antonio - Louveira,Posto Shell,20:35,T3
06 - Louveira,Av. Paulo Prado - Santo Antonio - Louveira,Ponto de Ônibus Urbano,20:37,T3
06 - Louveira,Av. Comendador Antonio Carbonari - Traviu - Jundiaí,Ponto de Ônibus Urbano,20:46,T3
06 - Louveira,Av. da Uva - Bairro do Poste - Jundiaí,Mercado Água Doce,20:52,T3
06 - Louveira,Av. Eng. Joao Fernandes Gimenes - Dristrito Industrial - Jundiaí,Siemens,20:55,T3
06 - Louveira,R. Adelino Martins - JD. Das Tulipas - Jundiaí,Igreja Assembleia de Deus Ministério Belém ,20:57,T3
06 - Louveira,R. Adelino Martins - JD. Das Tulipas - Jundiaí,Mercado Xavier,21:00,T3
06 - Louveira,Av. Eng. Joao Fernandes Gimenes - Dristrito Industrial - Jundiaí,Siemens,21:04,T3
06 - Louveira,Rod. Anhanguera - Dristrito Industrial - Jundiaí,Sem Ponto,21:05,T3
06 - Louveira,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,21:15,T3
06 - Louveira,Rod. Ver. Geraldo Dias - Centro - Louveira,Houseware Brasil Sentido Centro ,4:10,T4
06 - Louveira,Av. José Niero - Centro - Louveira,Ponto em frente a estação de Louveira Sentido Vinhedo,4:15,T4
06 - Louveira,Estrada Miguel Bossi - Jd. Niero II - Louveira,Pq. Municipal Capivarí,4:17,T4
06 - Louveira,Rua Recife - Terra Nobre - Louveira,Esquina com Rua Fortaleza,4:18,T4
06 - Louveira,R. Wagner Luiz Bevilacqua - Pq. Dos Estados - Louveira,Câmara Municipal de Louveira,4:19,T4
06 - Louveira,Rod. Romildo Prado - Pq. Dos Estados - Louveira,sem ponto,4:20,T4
06 - Louveira,R. Geraldo Burck - Burck - Louveira,Mercado Primavera,4:21,T4
06 - Louveira,R. Antônio Bonesso - Santo Antonio - Louveira,Bosque do Burck,4:22,T4
06 - Louveira,R. Santo Miqueletto - Santo Antonio - Louveira,Marcelo Tapeceiro,4:25,T4
06 - Louveira,R. Luiz Montelato - Santo Antonio - Louveira,Juju Variedades,4:26,T4
06 - Louveira,R. Evaristo Cavali - Santo Antonio - Louveira,MultiDrogas,4:29,T4
06 - Louveira,R. das Rosas - Santo Antonio - Louveira,Casa de Cultura,4:30,T4
06 - Louveira,R. Armando Bertie - Santo Antonio - Louveira,Praça Pedro Sanches,4:32,T4
06 - Louveira,R. Nerina - Santo Antonio - Louveira,Posto Shell,4:35,T4
06 - Louveira,Av. Paulo Prado - Santo Antonio - Louveira,Ponto de Ônibus Urbano,4:37,T4
06 - Louveira,Av. Comendador Antonio Carbonari - Traviu - Jundiaí,Ponto de Ônibus Urbano,4:46,T4
06 - Louveira,Av. da Uva - Bairro do Poste - Jundiaí,Mercado Água Doce,4:52,T4
06 - Louveira,Av. Eng. Joao Fernandes Gimenes - Dristrito Industrial - Jundiaí,Siemens,4:55,T4
06 - Louveira,R. Adelino Martins - JD. Das Tulipas - Jundiaí,Igreja Assembleia de Deus Ministério Belém ,4:57,T4
06 - Louveira,R. Adelino Martins - JD. Das Tulipas - Jundiaí,Mercado Xavier,5:00,T4
06 - Louveira,Av. Eng. Joao Fernandes Gimenes - Dristrito Industrial - Jundiaí,Siemens,5:04,T4
06 - Louveira,Rod. Anhanguera - Dristrito Industrial - Jundiaí,Sem Ponto,5:05,T4
06 - Louveira,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:15,T4
07 - Cidade Nova,R. Florindo Zambon - Cidade Nova 2 - Jundiaí,Mercado Flores,4:15,T1
07 - Cidade Nova,R. Atibaia - Cidade Nova 2 - Jundiaí,Ponto da Praça Pedro Bonomi,4:16,T1
07 - Cidade Nova,R. Alfredo Pizzocaro - Tamoio - Jundiaí,Padaria Belém,4:17,T1
07 - Cidade Nova,R. Adamantina - Tamoio - Jundiaí,Adega S.O.S,4:18,T1
07 - Cidade Nova,Av. Carlos Ângelo Mathion - Tamoio - Jundiaí,Igreja Universal,4:19,T1
07 - Cidade Nova,R. Carlos Humel Guimarães - Tamoio - Jundiaí,Ponto da Escola Vereador João Batista Toledo,4:20,T1
07 - Cidade Nova,R. São José dos Campos - Vila Nambi - Jundiaí,Ponto de Ônibus Urbano,4:22,T1
07 - Cidade Nova,R. Palmeira dos Índios - Vila Nambi - Jundiaí,Ponto de Ônibus Urbano,4:23,T1
07 - Cidade Nova,Av. Bento do Amaral Gurgel - Vila Nambi - Jundiaí,Farmácia Estrela,4:24,T1
07 - Cidade Nova,R. Angelo Corradini - Vila Nambi - Jundiaí,Ponto da Escola Janet Ferreira Prado,4:25,T1
07 - Cidade Nova,R. Américo Bruno - Colonia - Jundiaí,Sem Ponto,4:26,T1
07 - Cidade Nova,Av. dos Imigrantes Italianos - Colonia - Jundiaí,Terminal Colonia,4:27,T1
07 - Cidade Nova,R. Luiz Benachio - Colonia - Jundiaí,Igreja Colônia,4:33,T1
07 - Cidade Nova,Av. Comendador Antonio Borim - Colonia - Jundiaí,Ponto de Ônibus Urbano - Entrada Jd. Carpas (Semáforo),4:34,T1
07 - Cidade Nova,R. Moacir Lopes - Jd. Caçula - Jundiaí,Esquina com a Rua Ruy Camargo Duarte,4:35,T1
07 - Cidade Nova,Av. Giustiniano Borin - Jd. Caçula - Jundiaí,Condomínio Gênova,4:35,T1
07 - Cidade Nova,R. Padre Romã - Jd. São Camilo - Jundiaí,Emporio do Kit,4:39,T1
07 - Cidade Nova,R. José Maria Whitaker - Jd. São Camilo - Jundiaí,Ponto de Ônibus Urbano,4:40,T1
07 - Cidade Nova,Av. São Camilo - Jd. São Camilo - Jundiaí,Ponto de Ônibus Urbano,4:42,T1
07 - Cidade Nova,R. Espirito Santo - Tarumã - Jundiaí,Igreja Congregração,4:44,T1
07 - Cidade Nova,R. Rio de Janeiro - Jardim Tarumã - Jundiaí,CRAS São Camilo,4:45,T1
07 - Cidade Nova,Av. Capitão Francisco Copelli - Jardim Tarumã - Jundiaí,Menor Preço Supermercado,4:46,T1
07 - Cidade Nova,R. Bernardo Guimarães - Jardim California - Jundiaí,Sem Ponto,4:47,T1
07 - Cidade Nova,Av. Antônio Raimundo de Oliveira - Jardim California - Jundiaí,Ponto de Ônibus Urbano (Praça),4:49,T1
07 - Cidade Nova,Av. Humberto Cereser - Jundiaí Mirim - Jundiaí,Posto Jundiaí Mirim,4:50,T1
07 - Cidade Nova,Rod. João Cereer - Pinheirinhos - Jundiaí,Parque da Cidade,4:53,T1
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Torres São José - Jundiaí,Represa DAE,4:55,T1
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Torres São José - Jundiaí,Rotatória Terra da Uva,5:00,T1
07 - Cidade Nova,Av. Andre Costa - Morada das Vinhas - Jundiaí,Supermercado Morada,5:01,T1
07 - Cidade Nova,R. Uva Niagara - Morada das Vinhas - Jundiaí,Associação Cristã (ACDC),5:02,T1
07 - Cidade Nova,R. Uva Niagara - Morada das Vinhas - Jundiaí,Gastaldo Lanchonete,5:03,T1
07 - Cidade Nova,R. Dr. Nelson Martinho - Cecap - Jundiaí,Ponto de Ônibus Urbano,5:05,T1
07 - Cidade Nova,R. Alceu de Toledo Pontes - Cecap - Jundiaí,Ponto de Ônibus Urbano,5:06,T1
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Cecap - Jundiaí,Terminal CECAP,5:08,T1
07 - Cidade Nova,Av. Prof. Pedro Clarismundo Fornari - Engordadouro - Jundiaí,sem Ponto,5:09,T1
07 - Cidade Nova,R. Miguel Hilário Navarrete Sanches - Vl. Marlene - Jundiaí,Ponto de Ônibus Urbano,5:10,T1
07 - Cidade Nova,Av. Bento Figueiredo - Vl. Marlene - Jundiaí,Ponto de Ônibus Urbano (Posto Shell),5:11,T1
07 - Cidade Nova,Rod. Ver. Geraldo Dias - Hortolandia - Jundiaí,sem Ponto,5:12,T1
07 - Cidade Nova,R. Palmira Cervi Barbaro - Hortolandia - Jundiaí,Trigo Fino Pizzaria,5:13,T1
07 - Cidade Nova,R. Itirapina - Hortolandia - Jundiaí,Carecas Bar,5:15,T1
07 - Cidade Nova,R. Benedito Godoi Ferraz - Vl. Hortolandia - Jundiaí,Condomínio Residencial Hortolandia III,5:16,T1
07 - Cidade Nova,Av. Pref. Luis Latorre - Vl. Hortencias - Jundiaí,Churrascaria da fazenda,5:18,T1
07 - Cidade Nova,Av. Armando Giassetti - Meias Aço - Jundiaí,Ponto de Ônibus Urbano,5:20,T1
07 - Cidade Nova,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Posto Centenário,5:22,T1
07 - Cidade Nova,R. Florindo Zambon - Cidade Nova 2 - Jundiaí,Mercado Flores,12:15,T2
07 - Cidade Nova,R. Atibaia - Cidade Nova 2 - Jundiaí,Ponto da Praça Pedro Bonomi,12:16,T2
07 - Cidade Nova,R. Alfredo Pizzocaro - Tamoio - Jundiaí,Padaria Belém,12:17,T2
07 - Cidade Nova,R. Adamantina - Tamoio - Jundiaí,Adega S.O.S,12:18,T2
07 - Cidade Nova,Av. Carlos Ângelo Mathion - Tamoio - Jundiaí,Igreja Universal,12:19,T2
07 - Cidade Nova,R. Carlos Humel Guimarães - Tamoio - Jundiaí,Ponto da Escola Vereador João Batista Toledo,12:20,T2
07 - Cidade Nova,R. São José dos Campos - Vila Nambi - Jundiaí,Ponto de Ônibus Urbano,12:22,T2
07 - Cidade Nova,R. Palmeira dos Índios - Vila Nambi - Jundiaí,Ponto de Ônibus Urbano,12:23,T2
07 - Cidade Nova,Av. Bento do Amaral Gurgel - Vila Nambi - Jundiaí,Farmácia Estrela,12:24,T2
07 - Cidade Nova,R. Angelo Corradini - Vila Nambi - Jundiaí,Ponto da Escola Janet Ferreira Prado,12:25,T2
07 - Cidade Nova,R. Américo Bruno - Colonia - Jundiaí,Sem Ponto,12:26,T2
07 - Cidade Nova,Av. dos Imigrantes Italianos - Colonia - Jundiaí,Terminal Colonia,12:27,T2
07 - Cidade Nova,R. Luiz Benachio - Colonia - Jundiaí,Igreja Colônia,12:33,T2
07 - Cidade Nova,Av. Comendador Antonio Borim - Colonia - Jundiaí,Ponto de Ônibus Urbano - Entrada Jd. Carpas (Semáforo),12:34,T2
07 - Cidade Nova,R. Moacir Lopes - Jd. Caçula - Jundiaí,Esquina com a Rua Ruy Camargo Duarte,12:35,T2
07 - Cidade Nova,Av. Giustiniano Borin - Jd. Caçula - Jundiaí,Condomínio Gênova,12:35,T2
07 - Cidade Nova,R. Padre Romã - Jd. São Camilo - Jundiaí,Emporio do Kit,12:39,T2
07 - Cidade Nova,R. José Maria Whitaker - Jd. São Camilo - Jundiaí,Ponto de Ônibus Urbano,12:40,T2
07 - Cidade Nova,Av. São Camilo - Jd. São Camilo - Jundiaí,Ponto de Ônibus Urbano,12:42,T2
07 - Cidade Nova,R. Espirito Santo - Tarumã - Jundiaí,Igreja Congregração,12:44,T2
07 - Cidade Nova,R. Rio de Janeiro - Jardim Tarumã - Jundiaí,CRAS São Camilo,12:45,T2
07 - Cidade Nova,Av. Capitão Francisco Copelli - Jardim Tarumã - Jundiaí,Menor Preço Supermercado,12:46,T2
07 - Cidade Nova,R. Bernardo Guimarães - Jardim California - Jundiaí,Sem Ponto,12:47,T2
07 - Cidade Nova,Av. Antônio Raimundo de Oliveira - Jardim California - Jundiaí,Ponto de Ônibus Urbano (Praça),12:49,T2
07 - Cidade Nova,Av. Humberto Cereser - Jundiaí Mirim - Jundiaí,Posto Jundiaí Mirim,12:50,T2
07 - Cidade Nova,Rod. João Cereer - Pinheirinhos - Jundiaí,Parque da Cidade,12:53,T2
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Torres São José - Jundiaí,Represa DAE,12:55,T2
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Torres São José - Jundiaí,Rotatória Terra da Uva,13:00,T2
07 - Cidade Nova,Av. Andre Costa - Morada das Vinhas - Jundiaí,Supermercado Morada,13:01,T2
07 - Cidade Nova,R. Uva Niagara - Morada das Vinhas - Jundiaí,Associação Cristã (ACDC),13:02,T2
07 - Cidade Nova,R. Uva Niagara - Morada das Vinhas - Jundiaí,Gastaldo Lanchonete,13:03,T2
07 - Cidade Nova,R. Dr. Nelson Martinho - Cecap - Jundiaí,Ponto de Ônibus Urbano,13:05,T2
07 - Cidade Nova,R. Alceu de Toledo Pontes - Cecap - Jundiaí,Ponto de Ônibus Urbano,13:06,T2
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Cecap - Jundiaí,Terminal CECAP,13:08,T2
07 - Cidade Nova,Av. Prof. Pedro Clarismundo Fornari - Engordadouro - Jundiaí,sem Ponto,13:09,T2
07 - Cidade Nova,R. Miguel Hilário Navarrete Sanches - Vl. Marlene - Jundiaí,Ponto de Ônibus Urbano,13:10,T2
07 - Cidade Nova,Av. Bento Figueiredo - Vl. Marlene - Jundiaí,Ponto de Ônibus Urbano (Posto Shell),13:11,T2
07 - Cidade Nova,Rod. Ver. Geraldo Dias - Hortolandia - Jundiaí,sem Ponto,13:12,T2
07 - Cidade Nova,R. Palmira Cervi Barbaro - Hortolandia - Jundiaí,Trigo Fino Pizzaria,13:13,T2
07 - Cidade Nova,R. Itirapina - Hortolandia - Jundiaí,Carecas Bar,13:15,T2
07 - Cidade Nova,R. Benedito Godoi Ferraz - Vl. Hortolandia - Jundiaí,Condomínio Residencial Hortolandia III,13:16,T2
07 - Cidade Nova,Av. Pref. Luis Latorre - Vl. Hortencias - Jundiaí,Churrascaria da fazenda,13:18,T2
07 - Cidade Nova,Av. Armando Giassetti - Meias Aço - Jundiaí,Ponto de Ônibus Urbano,13:20,T2
07 - Cidade Nova,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Posto Centenário,13:22,T2
07 - Cidade Nova,R. Florindo Zambon - Cidade Nova 2 - Jundiaí,Mercado Flores,20:15,T3
07 - Cidade Nova,R. Atibaia - Cidade Nova 2 - Jundiaí,Ponto da Praça Pedro Bonomi,20:16,T3
07 - Cidade Nova,R. Alfredo Pizzocaro - Tamoio - Jundiaí,Padaria Belém,20:17,T3
07 - Cidade Nova,R. Adamantina - Tamoio - Jundiaí,Adega S.O.S,20:18,T3
07 - Cidade Nova,Av. Carlos Ângelo Mathion - Tamoio - Jundiaí,Igreja Universal,20:19,T3
07 - Cidade Nova,R. Carlos Humel Guimarães - Tamoio - Jundiaí,Ponto da Escola Vereador João Batista Toledo,20:20,T3
07 - Cidade Nova,R. São José dos Campos - Vila Nambi - Jundiaí,Ponto de Ônibus Urbano,20:22,T3
07 - Cidade Nova,R. Palmeira dos Índios - Vila Nambi - Jundiaí,Ponto de Ônibus Urbano,20:23,T3
