itinerario,endereco,referencia,horario,turno
Moinho,R. Pedro Alvares Cabral - Jardim das Acacias - Várzea Paulista,Ponto de ônibus Urbano,6:22,ADM
Moinho,R. Victorio Spinucci - Jardim Promeca - Várzea Paulista,Lanches Cachorrão,6:23,ADM
Moinho,R. Victorio Spinucci - Jardim Santa Lucia - Várzea Paulista,Panificadora & Confeitaria Trigal,6:24,ADM
Moinho,Av. Duque de Caxias - Jd. Promeca - Várzea Paulista,Shopping Alegria,6:27,ADM
Moinho,Av. Duque de Caxias - Jd. Diana - Várzea Paulista,Elekeiroz,6:31,ADM
Moinho,Av. Antônio Frederico Ozanan - Vila Nambi - Jundiaí,Fidelity,6:42,ADM
Moinho,Av. Antônio Frederico Ozanan - São João - Jundiaí,SAMU,6:51,ADM
Moinho,Av. Antônio Frederico Ozanan - Vila Rio Branco - Jundiaí,Não Tem Ponto ,6:58,ADM
Moinho,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Não Tem Ponto ,7:05,ADM
Parque Santana,R. dos Monges - Pq. Santana - Campo Limpo Paulista ,Praça esq. Com Rua dos Eremitas,5:50,ADM
Parque Santana,R. Jose Honorato - Pq. Santana - Campo Limpo Paulista ,Esq. Com Estr. Ver. Jair Pereira dos Santos,5:52,ADM
Parque Santana,R. João Julião Moreira - Vila Constanca (Botujuru) - Campo Limpo Paulista ,Sorveteira Alegria,5:58,ADM
Parque Santana,Av. Casa Branca - Vila Constanca (Botujuru) - Campo Limpo Paulista ,Escola Vereador José se Souza Charrua,5:59,ADM
Parque Santana,Av. Casa Branca - Vila Chacrinha - Campo Limpo Paulista ,Esquina com a Rua Tito,6:00,ADM
Parque Santana,Av. Casa Branca - Botujuru - Campo Limpo Paulista ,Esquina com a Rua Visconde de Taunay,6:02,ADM
Parque Santana,R. Itália - Jardim Europa - Campo Limpo Paulista ,Bar da Dalva,6:05,ADM
Parque Santana,R. Alemanha - Jardim Europa - Campo Limpo Paulista ,Esquina com a Rua Holanda,6:06,ADM
Parque Santana,R. Suíça - Jardim Europa - Campo Limpo Paulista ,Esquina com a Rua Espanha,6:07,ADM
Parque Santana,Av. Antônio Di Gióia - Parque Res. California - Campo Limpo Paulista ,Depósito de gás,6:09,ADM
Parque Santana,Av. Antônio Di Gióia - Parque Res. California - Campo Limpo Paulista ,Condomínio Los Angeles,6:10,ADM
Parque Santana,Av. Antônio Di Gióia - Parque Res. California - Campo Limpo Paulista ,Mello Mercado,6:11,ADM
Parque Santana,Estr. Bragantina - Jardim Santo Antonio I - Campo Limpo Paulista ,Padaria Brunella,6:15,ADM
Parque Santana,Estr. Bragantina - Jardim Santo Antonio I - Campo Limpo Paulista ,Padaria Santa Maria,6:16,ADM
Parque Santana,R. Dama da Noite - Parque Internacional - Campo Limpo Paulista ,Assembleia De Deus Belém,6:17,ADM
Parque Santana,Av. Amazonas - Parque Internacional - Campo Limpo Paulista ,Escola Georgina Helena Fortarel,6:18,ADM
Parque Santana,Av. Amazonas - Parque Internacional - Campo Limpo Paulista ,Mercado DIA,6:20,ADM
Parque Santana,Estr. Bragantina - São José - Campo Limpo Paulista ,Santa Fé Supermercados,6:21,ADM
Parque Santana,Avenida Alfried Krupp - Jardim Marchetti - Campo Limpo Paulista ,Sabesp,6:23,ADM
Parque Santana,Avenida Alfried Krupp - Jardim Europa - Campo Limpo Paulista ,Hospital de Clínicas,6:25,ADM
Parque Santana,R. Uruguai - Santa Catarina - Campo Limpo Paulista ,Ponto de Onibus,6:27,ADM
Parque Santana,Av. dos Emancipadores - Jardim Paulista - Campo Limpo Paulista ,Posto de Combustível Br Mania,6:29,ADM
Parque Santana,Av. Antonio Frederico Ozanan - Vila Rio Branco - Jundiaí,Não Tem Ponto ,7:05,ADM
Parque Santana,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí ,Não Tem Ponto ,7:19,ADM
Vila Popular,Av. José Rabelo Portela - Marajó - Várzea Paulista ,Campo de Futebol,6:18,ADM
Vila Popular,Av. José Rabelo Portela - Vila Popular - Várzea Paulista ,Frutão Hortifrutti,6:20,ADM
Vila Popular,Av. José Rabelo Portela - Vila Popular - Várzea Paulista ,Antiga Faculdade,6:23,ADM
Vila Popular,Av. José Rabelo Portela - Vila Popular - Várzea Paulista ,Esquina com a Rua das Antúrias,6:26,ADM
Vila Popular,Av. José Rabelo Portela - Vila Popular - Várzea Paulista ,Magic Motos Competições,6:28,ADM
Vila Popular,Av. José Rabelo Portela - Vila Popular - Várzea Paulista ,Caixa d' Agua,6:29,ADM
Vila Popular,R. Pindaré - Parque Guarani - Várzea Paulista ,Igreja Católica,6:32,ADM
Vila Popular,R. Tanque Velho - Vila Iguacu - Várzea Paulista ,Auto Posto CVT,6:34,ADM
Vila Popular,R. Tanque Velho - Vila Iguacu - Várzea Paulista ,Mercado Santana,6:35,ADM
Vila Popular,Av. José Rabelo Portela - Jardim Maria de Fatima - Várzea Paulista ,Esquina KSB,6:37,ADM
Vila Popular,R. Mathias Mucha - Vila Didi - Várzea Paulista ,Esquina com a Av. Nações Unidas,6:38,ADM
Vila Popular,Av. Nações Unidas - Vila Didi - Jundiaí ,Praça,6:39,ADM
Vila Popular,R. Guilherme Augusto Baad - Vila Esperanca - Jundiaí ,Ponto de ônibus Urbano,6:40,ADM
Vila Popular,R. Elizia Machado Benassi - Parque Cidade Jardim II - Jundiaí ,Residencial Orquídea,6:41,ADM
Vila Popular,R. Elizia Machado Benassi - Parque Cidade Jardim II - Jundiaí ,Residencial Magnólia,6:42,ADM
Vila Popular,R. Vítor Marcelo de Castro - Parque Cidade Jardim II - Jundiaí ,Mercearia e Padaria Center Pão,6:43,ADM
Vila Popular,R. Juraci Paupério - Parque Cidade Jardim II - Jundiaí ,Arena Pizza,6:45,ADM
Vila Popular,R. Rashid Jorge Cury - Jardim do Lago - Jundiaí ,Inicio da Rua,6:46,ADM
Vila Popular,R. Rashid Jorge Cury - Jardim do Lago - Jundiaí ,Frutiquello,6:46,ADM
Vila Popular,Av. Samuel Martins - Jardim do Lago - Jundiaí ,Ponto de ônibus próximo do Mv2 Multimarcas,6:47,ADM
Vila Popular,Av. Samuel Martins - Jardim do Lago - Jundiaí ,Posto Shell,6:47,ADM
Vila Popular,R. Maestro José Bovolenta - Jardim Esplanada - Jundiaí ,Fisioterapeuta Nubia,6:52,ADM
Vila Popular,R. Zuferey - Jardim Esplanada - Jundiaí ,Unidade Integrada de Educação Física,6:54,ADM
Vila Popular,Estr. da Boiada - Vila Isabel Eber - Jundiaí ,Padaria Brunella,6:55,ADM
Vila Popular,R. São Luís - Vila Campos Sales - Jundiaí ,Gráfica Boca Boa,6:57,ADM
Vila Popular,R. Cica - Vila Garcia - Jundiaí ,Telhanorte,6:58,ADM
Vila Popular,R. das Pitangueiras - Jd. Pitangueiras - Jundiaí ,Mapema Fitness,6:59,ADM
Vila Popular,R. 23 de Maio - Vianelo - Jundiaí ,Jundipar,7:00,ADM
Vila Popular,Av. Jundiaí - Centro - Jundiaí ,Ponto de Onibus - no Viaduto,7:01,ADM
Vila Popular,Av. Jundiaí - Anhangabau - Jundiaí ,Droga Raia,7:03,ADM
Vila Popular,Av. Professora Maria do Carmo Guimarães Pellegrini - Retiro - Jundiaí ,Ponto Carrefour,7:09,ADM
Vila Popular,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí ,Não Tem Ponto ,7:16,ADM
Botujuru,R. João Bizeto - Botujuru (Botujuru) - Campo Limpo Paulista,Terminal Botujuru,06:20,ADM
Botujuru,R. Bela Vista - Botujuru (Botujuru) - Campo Limpo Paulista,Estação Ferroviaria Botujuru,06:23,ADM
Botujuru,Estr. Faustino Bizeto - Botujuru (Botujuru) - Campo Limpo Paulista,Higa Eventos,06:25,ADM
Botujuru,Estr. Faustino Bizeto - Botujuru (Botujuru) - Campo Limpo Paulista,Auto Posto Tic Toc,06:26,ADM
Botujuru,R. Aníbal Lopes da Fonseca - Jardim Campo Limpo - Campo Limpo Paulista,UBS Central,06:30,ADM
Botujuru,Avenida Alfried Krupp - Jardim Europa - Campo Limpo Paulista,Ponto de Onibus - em Frente ao terminal,06:32,ADM
Botujuru,Av. Marginal do Rio Jundiaí - Jd. Paulista - Várzea Paulista,So Piso,06:35,ADM
Botujuru,Av. Marginal Rio Jundiaí - Ponte Seca - Várzea Paulista,Posto Combustível,06:39,ADM
Botujuru,R. Barretos - Jardim America II - Várzea Paulista,CT Antonio SIlva,06:44,ADM
Botujuru,R. Barretos - Jardim Novo Mundo - Várzea Paulista,Mercado Tradição,06:46,ADM
Botujuru,Av. Mary Bandini Moya Aprillanti - Jardim Novo Mundo - Várzea Paulista,Recanto do sabor fogão a lenha,06:47,ADM
Botujuru,Av. Paraibuna - Jardim América - Várzea Paulista,Ponto de Onibus Supermercado Dinho,06:50,ADM
Botujuru,Av. Antônio Frederico Ozanan - Vila Nambi - Jundiaí,Fidelity,06:55,ADM
Botujuru,Av. Antônio Frederico Ozanan - Jardim Shangai - Jundiaí,Ponto de Onibus Vista Park - (Marginal),06:57,ADM
Botujuru,Av. Antônio Frederico Ozanan - Jardim Shangai - Jundiaí,Nissan Dahruj Jundiaí,07:01,ADM
Botujuru,Av. Antônio Frederico Ozanan - Vila Rio Branco - Jundiaí,Ponto de Onibus em baixo do Viaduto,07:04,ADM
Botujuru,Av. Antonio Frederico Ozanan - Vila Rio Branco - Jundiaí,Maxi Shopping,07:05,ADM
Botujuru,R. Tiradentes - Jardim Florestal - Jundiaí,Emporio Ki Barato,07:07,ADM
Botujuru,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Posto Centenário,07:15,ADM
01 - Colina do Pontal,R. Águas da Prata - Colina Do Pontal - Campo Limpo Pta,KJ Mini Mercado e Padaria,3:55,T1
01 - Colina do Pontal,R. Bauru - Colina Do Pontal - Campo Limpo Pta,Esquina com a Rua Descalvado,4:00,T1
01 - Colina do Pontal,R. Borborema - Colina Do Pontal - Campo Limpo Pta,Praça,4:06,T1
01 - Colina do Pontal,R. João Julião Moreira - Vila Constança - Campo Limpo Pta,Sorveteira Alegria,4:07,T1
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Emeif Vereador Jose De Souza Charrua,4:08,T1
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Escola de Missões das Assembléias de Deus,4:09,T1
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Esquina com a Rua Tito,4:10,T1
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Esquina com a Rua Visconde de Taunay,4:11,T1
01 - Colina do Pontal,R. Itália - Jd. Europa - Campo Limpo Pta,Bar da Dalva,4:12,T1
01 - Colina do Pontal,R. Alemanha - Jd. Europa - Campo Limpo Pta,Esquina com a Rua Holanda,4:13,T1
01 - Colina do Pontal,R. Suíça - Jd. Europa - Campo Limpo Pta,Esquina com a Rua Espanha,4:14,T1
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Depósito de gás,4:16,T1
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Condomínio Los Angeles,4:17,T1
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Mello Mercado,4:18,T1
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Lanches Ignes,4:19,T1
01 - Colina do Pontal,Estr. Bragantina - São Jose 1 - Campo Limpo Pta,Padaria Brunella,4:20,T1
01 - Colina do Pontal,Estr. Bragantina - Jd. Santa Maria - Campo Limpo Pta,Padaria Santa Maria,4:21,T1
01 - Colina do Pontal,R. Dama da Noite - Pq. Internacional - Campo Limpo Pta,Assembléia de Deus Belém,4:22,T1
01 - Colina do Pontal,Av. Amazonas - Pq. Internacional - Campo Limpo Pta,Escola Georgina Helena Fortarel,4:23,T1
01 - Colina do Pontal,Estrada do Garcia - Jd. Marchetti - Campo Limpo Pta,Esquina com a Rua Antenor Tavares,4:27,T1
01 - Colina do Pontal,Avenida Alfried Krupp - Jd. Europa - Campo Limpo Pta,Hospital de Clínicas,4:30,T1
01 - Colina do Pontal,Av. dos Emancipadores - Centro - Campo Limpo Pta,Posto de Combustível BR,4:32,T1
01 - Colina do Pontal,Av. Adherbal da Costa Moreira - Centro - Campo Limpo Pta,Lojas Cem,4:34,T1
01 - Colina do Pontal,R. Primeiro de Dezembro - Jd. Marsola - Campo Limpo Pta,Quadra de Areia,4:37,T1
01 - Colina do Pontal,Av. Adherbal da Costa Moreira - Centro - Campo Limpo Pta,Depósito Figueira Branca,4:38,T1
01 - Colina do Pontal,Rua Antonio Farina - Jd. América - Campo Limpo Pta,Deposito Figueira Branca (Lateral),4:39,T1
01 - Colina do Pontal,Av. João Amato - Jd. America - Campo Limpo Pta,Só Piso,4:40,T1
01 - Colina do Pontal,Av. Marginal do Rio Jundiaí - Jd. Paulista - Varzea Paulista,J W V Comércio,4:45,T1
01 - Colina do Pontal,Viaduto Emancipadores - Centro - Varzea Paulista,Sem Ponto,4:47,T1
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Prefeitura de Várzea Paulista,4:50,T1
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Habib's,4:52,T1
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Ponto da Caedu,4:54,T1
01 - Colina do Pontal,Rua Várzea Paulista - Agapeama - Jundiaí,Ricoy,4:57,T1
01 - Colina do Pontal,Rua Várzea Paulista - Agapeama - Jundiaí,Rally Decorações,4:58,T1
01 - Colina do Pontal,R. José Maria Marinho - Vila Agricola - Jundiaí,Amarati,5:03,T1
01 - Colina do Pontal,Av. Ferroviários - Vila Arens - Jundiaí,Terminal Vila Arens,5:06,T1
01 - Colina do Pontal,Rua 15 de Novembro - Vila Arens - Jundiaí,Sem Ponto,5:06,T1
01 - Colina do Pontal,Rua José do Patrocinio - Vila Arens - Jundiaí,Argos,5:07,T1
01 - Colina do Pontal,Rua Atilio Vianelo - Vianelo - Jundiaí,Sem Ponto,5:07,T1
01 - Colina do Pontal,Rua da Saúde - Vianelo - Jundiaí,Igreja Jesus Cristo é o Senhor,5:10,T1
01 - Colina do Pontal,R. Baronesa do Japi - Centro - Jundiaí,Sem Ponto,5:10,T1
01 - Colina do Pontal,R. Cel. Leme da Fonseca - Centro - Jundiaí,Droga Raia,5:11,T1
01 - Colina do Pontal,Viaduto Avenida Jundiaí - Anhangabaú - Jundiaí,Ponto de Ônibus Urbano,5:13,T1
01 - Colina do Pontal,Av. Jundiaí - Anhangabaú - Jundiaí,Festa da Uva,5:15,T1
01 - Colina do Pontal,Marginal da Rod. Anhanguera - Retiro - Jundiaí,Passarela Carrefour,5:17,T1
01 - Colina do Pontal,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:20,T1
01 - Colina do Pontal,R. Águas da Prata - Colina Do Pontal - Campo Limpo Pta,KJ Mini Mercado e Padaria,11:55,T2
01 - Colina do Pontal,R. Bauru - Colina Do Pontal - Campo Limpo Pta,Esquina com a Rua Descalvado,12:00,T2
01 - Colina do Pontal,R. Borborema - Colina Do Pontal - Campo Limpo Pta,Praça,12:06,T2
01 - Colina do Pontal,R. João Julião Moreira - Vila Constança - Campo Limpo Pta,Sorveteira Alegria,12:07,T2
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Emeif Vereador Jose De Souza Charrua,12:08,T2
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Escola de Missões das Assembléias de Deus,12:09,T2
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Esquina com a Rua Tito,12:10,T2
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Esquina com a Rua Visconde de Taunay,12:11,T2
01 - Colina do Pontal,R. Itália - Jd. Europa - Campo Limpo Pta,Bar da Dalva,12:12,T2
01 - Colina do Pontal,R. Alemanha - Jd. Europa - Campo Limpo Pta,Esquina com a Rua Holanda,12:13,T2
01 - Colina do Pontal,R. Suíça - Jd. Europa - Campo Limpo Pta,Esquina com a Rua Espanha,12:14,T2
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Depósito de gás,12:16,T2
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Condomínio Los Angeles,12:17,T2
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Mello Mercado,12:18,T2
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Lanches Ignes,12:19,T2
01 - Colina do Pontal,Estr. Bragantina - São Jose 1 - Campo Limpo Pta,Padaria Brunella,12:22,T2
01 - Colina do Pontal,Estr. Bragantina - Jd. Santa Maria - Campo Limpo Pta,Padaria Santa Maria,12:23,T2
01 - Colina do Pontal,R. Dama da Noite - Pq. Internacional - Campo Limpo Pta,Assembléia de Deus Belém,12:24,T2
01 - Colina do Pontal,Av. Amazonas - Pq. Internacional - Campo Limpo Pta,Escola Georgina Helena Fortarel,13:25,T2
01 - Colina do Pontal,Estrada do Garcia - Jd. Marchetti - Campo Limpo Pta,Esquina com a Rua Antenor Tavares,12:27,T2
01 - Colina do Pontal,Avenida Alfried Krupp - Jd. Europa - Campo Limpo Pta,Hospital de Clínicas,12:30,T2
01 - Colina do Pontal,Av. dos Emancipadores - Centro - Campo Limpo Pta,Posto de Combustível BR,12:32,T2
01 - Colina do Pontal,Av. Adherbal da Costa Moreira - Centro - Campo Limpo Pta,Lojas Cem,12:34,T2
01 - Colina do Pontal,R. Primeiro de Dezembro - Jd. Marsola - Campo Limpo Pta,Quadra de Areia,12:37,T2
01 - Colina do Pontal,Av. Adherbal da Costa Moreira - Centro - Campo Limpo Pta,Depósito Figueira Branca,12:38,T2
01 - Colina do Pontal,Rua Antonio Farina - Jd. América - Campo Limpo Pta,Deposito Figueira Branca (Lateral),12:39,T2
01 - Colina do Pontal,Av. João Amato - Jd. America - Campo Limpo Pta,Só Piso,12:40,T2
01 - Colina do Pontal,Av. Marginal do Rio Jundiaí - Jd. Paulista - Varzea Paulista,J W V Comércio,12:45,T2
01 - Colina do Pontal,Viaduto Emancipadores - Centro - Varzea Paulista,Sem Ponto,12:47,T2
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Prefeitura de Várzea Paulista,12:50,T2
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Habib's,12:52,T2
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Ponto da Caedu,12:54,T2
01 - Colina do Pontal,Rua Várzea Paulista - Agapeama - Jundiaí,Ricoy,12:57,T2
01 - Colina do Pontal,Rua Várzea Paulista - Agapeama - Jundiaí,Rally Decorações,12:58,T2
01 - Colina do Pontal,R. José Maria Marinho - Vila Agricola - Jundiaí,Amarati,13:03,T2
01 - Colina do Pontal,Av. Ferroviários - Vila Arens - Jundiaí,Terminal Vila Arens,13:06,T2
01 - Colina do Pontal,Rua 15 de Novembro - Vila Arens - Jundiaí,Sem Ponto,13:06,T2
01 - Colina do Pontal,Rua José do Patrocinio - Vila Arens - Jundiaí,Argos,13:07,T2
01 - Colina do Pontal,Rua Atilio Vianelo - Vianelo - Jundiaí,Sem Ponto,13:07,T2
01 - Colina do Pontal,Rua da Saúde - Vianelo - Jundiaí,Igreja Jesus Cristo é o Senhor,13:10,T2
01 - Colina do Pontal,R. Baronesa do Japi - Centro - Jundiaí,Sem Ponto,13:10,T2
01 - Colina do Pontal,R. Cel. Leme da Fonseca - Centro - Jundiaí,Droga Raia,13:11,T2
01 - Colina do Pontal,Viaduto Avenida Jundiaí - Anhangabaú - Jundiaí,Ponto de Ônibus Urbano,13:13,T2
01 - Colina do Pontal,Av. Jundiaí - Anhangabaú - Jundiaí,Festa da Uva,13:15,T2
01 - Colina do Pontal,Marginal da Rod. Anhanguera - Retiro - Jundiaí,Passarela Carrefour,13:17,T2
01 - Colina do Pontal,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,13:20,T2
01 - Colina do Pontal,R. Águas da Prata - Colina Do Pontal - Campo Limpo Pta,KJ Mini Mercado e Padaria,19:52,T3
01 - Colina do Pontal,R. Bauru - Colina Do Pontal - Campo Limpo Pta,Esquina com a Rua Descalvado,19:57,T3
01 - Colina do Pontal,R. Borborema - Colina Do Pontal - Campo Limpo Pta,Praça,20:00,T3
01 - Colina do Pontal,R. João Julião Moreira - Vila Constança - Campo Limpo Pta,Sorveteira Alegria,20:06,T3
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Emeif Vereador Jose De Souza Charrua,20:08,T3
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Escola de Missões das Assembléias de Deus,20:09,T3
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Esquina com a Rua Tito,20:10,T3
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Esquina com a Rua Visconde de Taunay,20:12,T3
01 - Colina do Pontal,R. Itália - Jd. Europa - Campo Limpo Pta,Bar da Dalva,20:14,T3
01 - Colina do Pontal,R. Alemanha - Jd. Europa - Campo Limpo Pta,Esquina com a Rua Holanda,20:15,T3
01 - Colina do Pontal,R. Suíça - Jd. Europa - Campo Limpo Pta,Esquina com a Rua Espanha,20:16,T3
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Depósito de gás,20:18,T3
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Condomínio Los Angeles,20:19,T3
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Mello Mercado,20:20,T3
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Lanches Ignes,20:21,T3
01 - Colina do Pontal,Estr. Bragantina - São Jose 1 - Campo Limpo Pta,Padaria Brunella,20:23,T3
01 - Colina do Pontal,Estr. Bragantina - Jd. Santa Maria - Campo Limpo Pta,Padaria Santa Maria,20:24,T3
01 - Colina do Pontal,R. Dama da Noite - Pq. Internacional - Campo Limpo Pta,Assembléia de Deus Belém,20:25,T3
01 - Colina do Pontal,Av. Amazonas - Pq. Internacional - Campo Limpo Pta,Escola Georgina Helena Fortarel,20:26,T3
01 - Colina do Pontal,Estrada do Garcia - Jd. Marchetti - Campo Limpo Pta,Esquina com a Rua Antenor Tavares,20:31,T3
01 - Colina do Pontal,Avenida Alfried Krupp - Jd. Europa - Campo Limpo Pta,Hospital de Clínicas,20:35,T3
01 - Colina do Pontal,Av. dos Emancipadores - Centro - Campo Limpo Pta,Posto de Combustível BR,20:36,T3
01 - Colina do Pontal,Av. Adherbal da Costa Moreira - Centro - Campo Limpo Pta,Lojas Cem,20:37,T3
01 - Colina do Pontal,R. Primeiro de Dezembro - Jd. Marsola - Campo Limpo Pta,Quadra de Areia,20:38,T3
01 - Colina do Pontal,Av. Adherbal da Costa Moreira - Centro - Campo Limpo Pta,Depósito Figueira Branca,20:40,T3
01 - Colina do Pontal,Rua Antonio Farina - Jd. América - Campo Limpo Pta,Deposito Figueira Branca (Lateral),20:41,T3
01 - Colina do Pontal,Av. João Amato - Jd. America - Campo Limpo Pta,Só Piso,20:42,T3
01 - Colina do Pontal,Av. Marginal do Rio Jundiaí - Jd. Paulista - Varzea Paulista,J W V Comércio,20:45,T3
01 - Colina do Pontal,Viaduto Emancipadores - Centro - Varzea Paulista,Sem Ponto,20:47,T3
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Prefeitura de Várzea Paulista,20:50,T3
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Habib's,20:52,T3
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Ponto da Caedu,20:55,T3
01 - Colina do Pontal,Rua Várzea Paulista - Agapeama - Jundiaí,Ricoy,21:00,T3
01 - Colina do Pontal,Rua Várzea Paulista - Agapeama - Jundiaí,Rally Decorações,21:01,T3
01 - Colina do Pontal,R. José Maria Marinho - Vila Agricola - Jundiaí,Amarati,21:02,T3
01 - Colina do Pontal,Av. Ferroviários - Vila Arens - Jundiaí,Terminal Vila Arens,21:03,T3
01 - Colina do Pontal,Rua 15 de Novembro - Vila Arens - Jundiaí,Sem Ponto,21:04,T3
01 - Colina do Pontal,Rua José do Patrocinio - Vila Arens - Jundiaí,Argos,21:04,T3
01 - Colina do Pontal,Rua Atilio Vianelo - Vianelo - Jundiaí,Sem Ponto,21:04,T3
01 - Colina do Pontal,Rua da Saúde - Vianelo - Jundiaí,Igreja Jesus Cristo é o Senhor,21:05,T3
01 - Colina do Pontal,R. Baronesa do Japi - Centro - Jundiaí,Sem Ponto,21:07,T3
01 - Colina do Pontal,R. Cel. Leme da Fonseca - Centro - Jundiaí,Droga Raia,21:08,T3
01 - Colina do Pontal,Viaduto Avenida Jundiaí - Anhangabaú - Jundiaí,Ponto de Ônibus Urbano,21:09,T3
01 - Colina do Pontal,Av. Jundiaí - Anhangabaú - Jundiaí,Festa da Uva,21:10,T3
01 - Colina do Pontal,Marginal da Rod. Anhanguera - Retiro - Jundiaí,Passarela Carrefour,21:12,T3
01 - Colina do Pontal,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,21:15,T3
01 - Colina do Pontal,R. Águas da Prata - Colina Do Pontal - Campo Limpo Pta,KJ Mini Mercado e Padaria,3:55,T4
01 - Colina do Pontal,R. Bauru - Colina Do Pontal - Campo Limpo Pta,Esquina com a Rua Descalvado,4:00,T4
01 - Colina do Pontal,R. Borborema - Colina Do Pontal - Campo Limpo Pta,Praça,4:06,T4
01 - Colina do Pontal,R. João Julião Moreira - Vila Constança - Campo Limpo Pta,Sorveteira Alegria,4:07,T4
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Emeif Vereador Jose De Souza Charrua,4:08,T4
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Escola de Missões das Assembléias de Deus,4:09,T4
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Esquina com a Rua Tito,4:10,T4
01 - Colina do Pontal,Av. Casa Branca - Vila Constança - Campo Limpo Pta,Esquina com a Rua Visconde de Taunay,4:11,T4
01 - Colina do Pontal,R. Itália - Jd. Europa - Campo Limpo Pta,Bar da Dalva,4:12,T4
01 - Colina do Pontal,R. Alemanha - Jd. Europa - Campo Limpo Pta,Esquina com a Rua Holanda,4:13,T4
01 - Colina do Pontal,R. Suíça - Jd. Europa - Campo Limpo Pta,Esquina com a Rua Espanha,4:14,T4
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Depósito de gás,4:16,T4
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Condomínio Los Angeles,4:17,T4
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Mello Mercado,4:18,T4
01 - Colina do Pontal,Av. Antônio Di Gióia - California - Campo Limpo Pta,Lanches Ignes,4:19,T4
01 - Colina do Pontal,Estr. Bragantina - São Jose 1 - Campo Limpo Pta,Padaria Brunella,4:20,T4
01 - Colina do Pontal,Estr. Bragantina - Jd. Santa Maria - Campo Limpo Pta,Padaria Santa Maria,4:21,T4
01 - Colina do Pontal,R. Dama da Noite - Pq. Internacional - Campo Limpo Pta,Assembléia de Deus Belém,4:22,T4
